ean,descricao_normalizada,PROD,PROD_X,TIPO,MARCA,MARCA_X,EMBAL,PESO
7898333280106,ARROZ PARBOILIZADO POLIDO SUDOESTE PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,,SUDOESTE,,PACOTE,5KG
7896397900770,ARROZ PARBOILIZADO POLIDO TIPO 1 AENE PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,AENE,,PACOTE,1KG
7896397900664,ARROZ PARBOILIZADO POLIDO TIPO 1 AENE PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,AENE,,PACOTE,5KG
7896230400122,ARROZ PARBOILIZADO POLIDO TIPO 1 ALBARUSKA PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,ALBARUSKA,,PACOTE,1KG
7896230400115,ARROZ PARBOILIZADO POLIDO TIPO 1 ALBARUSKA PACOTE 2000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,ALBARUSKA,,PACOTE,2KG
7896230400108,ARROZ PARBOILIZADO POLIDO TIPO 1 ALBARUSKA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,ALBARUSKA,,PACOTE,5KG
7896224000048,ARROZ PARBOILIZADO POLIDO TIPO 1 ALFINETE PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, ALFINETE ,,PACOTE,1KG
7896224000031,ARROZ PARBOILIZADO POLIDO TIPO 1 ALFINETE PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, ALFINETE ,,PACOTE,5KG
7896448300245,ARROZ PARBOILIZADO POLIDO TIPO 1 ALIBABA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,ALIBABA,,PACOTE,5KG
7898944991033,ARROZ PARBOILIZADO POLIDO TIPO 1 AMBONI PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, AMBONI ,,PACOTE,5KG
7896224000291,ARROZ PARBOILIZADO POLIDO TIPO 1 ANDORINHA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,ANDORINHA,,PACOTE,5KG
7891986003597,ARROZ PARBOILIZADO POLIDO TIPO 1 ARO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,ARO,,PACOTE,1KG
7891986003603,ARROZ PARBOILIZADO POLIDO TIPO 1 ARO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,ARO,,PACOTE,5KG
7898000610304,ARROZ PARBOILIZADO POLIDO TIPO 1 ARROVITA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,ARROVITA,,PACOTE,5KG
7896063700352,ARROZ PARBOILIZADO POLIDO TIPO 1 BARBOSA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BARBOSA,,PACOTE,5KG
7898948451038,ARROZ PARBOILIZADO POLIDO TIPO 1 BEM CASEIRO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BEM CASEIRO,,PACOTE,1KG
7896224000307,ARROZ PARBOILIZADO POLIDO TIPO 1 BERGAMAIS PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BERGAMAIS,,PACOTE,5KG
7896463800034,ARROZ PARBOILIZADO POLIDO TIPO 1 BERGAMINI PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BERGAMINI,,PACOTE,5KG
7898008920160,ARROZ PARBOILIZADO POLIDO TIPO 1 BIGUA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BIGUA,,PACOTE,5KG
7893500027102,ARROZ PARBOILIZADO POLIDO TIPO 1 BIJU FARDO 6 X 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BIJU,,FARDO,5KG
7893500027089,ARROZ PARBOILIZADO POLIDO TIPO 1 BIJU PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BIJU,,PACOTE,1KG
7893500027096,ARROZ PARBOILIZADO POLIDO TIPO 1 BIJU PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BIJU,,PACOTE,5KG
7897607400073,ARROZ PARBOILIZADO POLIDO TIPO 1 BLUE BOM PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BLUE BOM,,PACOTE,5KG
7896952777113,ARROZ PARBOILIZADO POLIDO TIPO 1 BLUE SOFT PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BLUE SOFT,,PACOTE,1KG
7896952777519,ARROZ PARBOILIZADO POLIDO TIPO 1 BLUE SOFT PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BLUE SOFT,,PACOTE,5KG
7896011945026,ARROZ PARBOILIZADO POLIDO TIPO 1 BLUE VILLE BOIL IN BAG PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BLUE VILLE,BOIL IN BAG,PACOTE,1KG
17896011940172,ARROZ PARBOILIZADO POLIDO TIPO 1 BLUE VILLE FARDO 10 X 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BLUE VILLE,,FARDO,1KG
17896011940165,ARROZ PARBOILIZADO POLIDO TIPO 1 BLUE VILLE FARDO 6 X 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BLUE VILLE,,FARDO,5KG
7896011900025,ARROZ PARBOILIZADO POLIDO TIPO 1 BLUE VILLE PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BLUE VILLE,,PACOTE,1KG
7896011900032,ARROZ PARBOILIZADO POLIDO TIPO 1 BLUE VILLE PACOTE 2000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BLUE VILLE,,PACOTE,2KG
7896011900049,ARROZ PARBOILIZADO POLIDO TIPO 1 BLUE VILLE PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BLUE VILLE,,PACOTE,5KG
7898902428489,ARROZ PARBOILIZADO POLIDO TIPO 1 BOM NO PRATO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BOM NO PRATO,,PACOTE,1KG
7896432300312,ARROZ PARBOILIZADO POLIDO TIPO 1 BOM SABOR PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, BOM SABOR ,,PACOTE,1KG
7896432300305,ARROZ PARBOILIZADO POLIDO TIPO 1 BOM SABOR PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, BOM SABOR ,,PACOTE,5KG
7898018160068,ARROZ PARBOILIZADO POLIDO TIPO 1 BONSAY PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, BONSAY ,,PACOTE,5KG
7898956075035,ARROZ PARBOILIZADO POLIDO TIPO 1 BRAZILRICE PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BRAZILRICE,,PACOTE,5KG
7896003513110,ARROZ PARBOILIZADO POLIDO TIPO 1 BREJEIRO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BREJEIRO,,PACOTE,1KG
7896003513158,ARROZ PARBOILIZADO POLIDO TIPO 1 BREJEIRO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BREJEIRO,,PACOTE,5KG
7896901200280,ARROZ PARBOILIZADO POLIDO TIPO 1 BROTO LEGAL PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BROTO LEGAL,,PACOTE,1KG
7896901200181,ARROZ PARBOILIZADO POLIDO TIPO 1 BROTO LEGAL PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BROTO LEGAL,,PACOTE,5KG
7896267000128,ARROZ PARBOILIZADO POLIDO TIPO 1 BURITI PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BURITI,,PACOTE,1KG
7896267000135,ARROZ PARBOILIZADO POLIDO TIPO 1 BURITI PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BURITI,,PACOTE,5KG
7896079441515,ARROZ PARBOILIZADO POLIDO TIPO 1 BUTUI PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BUTUI,,PACOTE,1KG
7896079441553,ARROZ PARBOILIZADO POLIDO TIPO 1 BUTUI PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,BUTUI,,PACOTE,5KG
7898936735188,ARROZ PARBOILIZADO POLIDO TIPO 1 CAIUA PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAIUA,,PACOTE,1KG
7898936735065,ARROZ PARBOILIZADO POLIDO TIPO 1 CAIUA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAIUA,,PACOTE,5KG
7896006755616,ARROZ PARBOILIZADO POLIDO TIPO 1 CAMIL BOIL IN BAG PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAMIL,BOIL IN BAG,PACOTE,1KG
47896006716318,ARROZ PARBOILIZADO POLIDO TIPO 1 CAMIL FARDO 10 X 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAMIL,,FARDO,1KG
17896006716256,ARROZ PARBOILIZADO POLIDO TIPO 1 CAMIL FARDO 6 X 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAMIL,,FARDO,5KG
7896006751151,ARROZ PARBOILIZADO POLIDO TIPO 1 CAMIL FOOD SERVICE PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAMIL,FOOD SERVICE,PACOTE,5KG
7896006798750,ARROZ PARBOILIZADO POLIDO TIPO 1 CAMIL ORGANICO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAMIL,,PACOTE,1KG
7896006716112,ARROZ PARBOILIZADO POLIDO TIPO 1 CAMIL PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAMIL,,PACOTE,1KG
7896006716150,ARROZ PARBOILIZADO POLIDO TIPO 1 CAMIL PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAMIL,,PACOTE,5KG
7896006714057,ARROZ PARBOILIZADO POLIDO TIPO 1 CAMIL POP PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAMIL,POP,PACOTE,5KG
7896084700492,ARROZ PARBOILIZADO POLIDO TIPO 1 CAMPEIRO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAMPEIRO,,PACOTE,1KG
7896721722962,ARROZ PARBOILIZADO POLIDO TIPO 1 CAMPO VERDE PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAMPO VERDE,,PACOTE,5KG
7898911195044,ARROZ PARBOILIZADO POLIDO TIPO 1 CANELA PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CANELA,,PACOTE,1KG
7898911195037,ARROZ PARBOILIZADO POLIDO TIPO 1 CANELA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CANELA,,PACOTE,5KG
7896781700146,ARROZ PARBOILIZADO POLIDO TIPO 1 CAPITOLIO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAPITOLIO,,PACOTE,5KG
7897565300118,ARROZ PARBOILIZADO POLIDO TIPO 1 CAPRICHO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAPRICHO,,PACOTE,5KG
7891103183782,ARROZ PARBOILIZADO POLIDO TIPO 1 CARREFOUR DISCOUNT PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CARREFOUR,DISCOUNT,PACOTE,1KG
7891103183805,ARROZ PARBOILIZADO POLIDO TIPO 1 CARREFOUR DISCOUNT PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CARREFOUR,DISCOUNT,PACOTE,5KG
7891103202964,ARROZ PARBOILIZADO POLIDO TIPO 1 CARREFOUR PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CARREFOUR,,PACOTE,5KG
7896332007397,ARROZ PARBOILIZADO POLIDO TIPO 1 CARRETEIRO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CARRETEIRO,,PACOTE,5KG
7896224602976,ARROZ PARBOILIZADO POLIDO TIPO 1 CASABELLA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CASABELLA,,PACOTE,5KG
7898957508020,ARROZ PARBOILIZADO POLIDO TIPO 1 CASEIRO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CASEIRO,,PACOTE,5KG
7898018160082,ARROZ PARBOILIZADO POLIDO TIPO 1 CATARINAO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CATARINAO,,PACOTE,1KG
7898018160075,ARROZ PARBOILIZADO POLIDO TIPO 1 CATARINAO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CATARINAO,,PACOTE,5KG
7896546121117,ARROZ PARBOILIZADO POLIDO TIPO 1 CAXANGA PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAXANGA,,PACOTE,1KG
7896546121155,ARROZ PARBOILIZADO POLIDO TIPO 1 CAXANGA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CAXANGA,,PACOTE,5KG
7896224000253,ARROZ PARBOILIZADO POLIDO TIPO 1 CELIA FARDO 6 X 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CELIA,,FARDO,5KG
7896224000024,ARROZ PARBOILIZADO POLIDO TIPO 1 CELIA PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CELIA,,PACOTE,1KG
7896224000017,ARROZ PARBOILIZADO POLIDO TIPO 1 CELIA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CELIA,,PACOTE,5KG
7896015224257,ARROZ PARBOILIZADO POLIDO TIPO 1 CHARRUA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CHARRUA,,PACOTE,5KG
7896187901093,ARROZ PARBOILIZADO POLIDO TIPO 1 CIAGRO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CIAGRO,,PACOTE,1KG
7896187901086,ARROZ PARBOILIZADO POLIDO TIPO 1 CIAGRO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CIAGRO,,PACOTE,5KG
7898320460221,ARROZ PARBOILIZADO POLIDO TIPO 1 COLIBRI PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,COLIBRI,,PACOTE,5KG
7896080101019,ARROZ PARBOILIZADO POLIDO TIPO 1 COMAL PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,COMAL,,PACOTE,5KG
7891737454791,ARROZ PARBOILIZADO POLIDO TIPO 1 CONFIARE PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CONFIARE,,PACOTE,1KG
7891737466503,ARROZ PARBOILIZADO POLIDO TIPO 1 CONFIARE PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CONFIARE,,PACOTE,5KG
7896658406294,ARROZ PARBOILIZADO POLIDO TIPO 1 COOP PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,COOP,,PACOTE,5KG
7896658400254,ARROZ PARBOILIZADO POLIDO TIPO 1 COOP PLUS PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,COOP,PLUS,PACOTE,1KG
7896658400247,ARROZ PARBOILIZADO POLIDO TIPO 1 COOP PLUS PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,COOP,PLUS,PACOTE,5KG
7896504200038,ARROZ PARBOILIZADO POLIDO TIPO 1 COPADOG PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, COPADOG ,,PACOTE,5KG
7896504200014,ARROZ PARBOILIZADO POLIDO TIPO 1 COPAGRO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,COPAGRO,,PACOTE,1KG
7896504200458,ARROZ PARBOILIZADO POLIDO TIPO 1 COPAGRO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,COPAGRO,,PACOTE,5KG
7898956075073,ARROZ PARBOILIZADO POLIDO TIPO 1 CORACAO BRASILEIRO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CORACAO BRASILEIRO,,PACOTE,5KG
7896047200236,ARROZ PARBOILIZADO POLIDO TIPO 1 CORADINI PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CORADINI,,PACOTE,1KG
7896047200250,ARROZ PARBOILIZADO POLIDO TIPO 1 CORADINI PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CORADINI,,PACOTE,5KG
7896400610023,ARROZ PARBOILIZADO POLIDO TIPO 1 COROA PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,COROA,,PACOTE,1KG
7896400650012,ARROZ PARBOILIZADO POLIDO TIPO 1 COROA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,COROA,,PACOTE,5KG
7898932363088,ARROZ PARBOILIZADO POLIDO TIPO 1 CROZARIOL PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CROZARIOL,,PACOTE,1KG
7898932363033,ARROZ PARBOILIZADO POLIDO TIPO 1 CROZARIOL PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CROZARIOL,,PACOTE,5KG
7897342300041,ARROZ PARBOILIZADO POLIDO TIPO 1 CURUMIM PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CURUMIM,,PACOTE,5KG
7896362105018,ARROZ PARBOILIZADO POLIDO TIPO 1 DALON PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,DALON,,PACOTE,5KG
7897066111541,ARROZ PARBOILIZADO POLIDO TIPO 1 DANATA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,DANATA,,PACOTE,5KG
7898370600059,ARROZ PARBOILIZADO POLIDO TIPO 1 DEGAN PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,DEGAN,,PACOTE,5KG
7896362700015,ARROZ PARBOILIZADO POLIDO TIPO 1 DELLARROZ PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,DELLARROZ,,PACOTE,1KG
7896362700046,ARROZ PARBOILIZADO POLIDO TIPO 1 DELLARROZ PACOTE 2000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,DELLARROZ,,PACOTE,2KG
7896362700107,ARROZ PARBOILIZADO POLIDO TIPO 1 DELLARROZ PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,DELLARROZ,,PACOTE,5KG
7898212850406,ARROZ PARBOILIZADO POLIDO TIPO 1 DEMELLO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,DEMELLO,,PACOTE,1KG
7898212850932,ARROZ PARBOILIZADO POLIDO TIPO 1 DEMELLO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,DEMELLO,,PACOTE,5KG
8480017334886,ARROZ PARBOILIZADO POLIDO TIPO 1 DIA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,DIA,,PACOTE,5KG
7898903291129,ARROZ PARBOILIZADO POLIDO TIPO 1 DO LAR PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,DO LAR,,PACOTE,5KG
7896641000201,ARROZ PARBOILIZADO POLIDO TIPO 1 DO PADRE PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, DO PADRE ,,PACOTE,5KG
7896618100064,ARROZ PARBOILIZADO POLIDO TIPO 1 DON DIEGO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,DON DIEGO,,PACOTE,5KG
7896368901089,ARROZ PARBOILIZADO POLIDO TIPO 1 DONA ANA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, DONA ANA ,,PACOTE,5KG
7896353200272,ARROZ PARBOILIZADO POLIDO TIPO 1 DONA ROSA PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,DONA ROSA,,PACOTE,1KG
7898215020110,ARROZ PARBOILIZADO POLIDO TIPO 1 EFEGE PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,EFEGE,,PACOTE,5KG
7896012301210,ARROZ PARBOILIZADO POLIDO TIPO 1 EMOCOES BOIL IN BAG 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, EMOCOES ,,BOIL IN BAG,1KG
7896012300213,ARROZ PARBOILIZADO POLIDO TIPO 1 EMOCOES PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, EMOCOES ,,PACOTE,1KG
7896012300954,ARROZ PARBOILIZADO POLIDO TIPO 1 EMOCOES PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, EMOCOES ,,PACOTE,5KG
7896086419811,ARROZ PARBOILIZADO POLIDO TIPO 1 EMPORIO SAO JOAO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,EMPORIO SAO JOAO,,PACOTE,1KG
7896086419781,ARROZ PARBOILIZADO POLIDO TIPO 1 EMPORIO SAO JOAO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,EMPORIO SAO JOAO,,PACOTE,5KG
7896488400066,ARROZ PARBOILIZADO POLIDO TIPO 1 ESTRELA DO SUL PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,ESTRELA DO SUL,,PACOTE,5KG
7896015220150,ARROZ PARBOILIZADO POLIDO TIPO 1 EXTREMO SUL PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,EXTREMO SUL,,PACOTE,5KG
7896337600050,ARROZ PARBOILIZADO POLIDO TIPO 1 FACINHO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, FACINHO ,,PACOTE,5KG
7896584300314,ARROZ PARBOILIZADO POLIDO TIPO 1 FANTASTICO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,FANTASTICO,,PACOTE,1KG
7896584300208,ARROZ PARBOILIZADO POLIDO TIPO 1 FANTASTICO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,FANTASTICO,,PACOTE,5KG
7896546199956,ARROZ PARBOILIZADO POLIDO TIPO 1 FAXINAL PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, FAXINAL ,,PACOTE,5KG
7896389600107,ARROZ PARBOILIZADO POLIDO TIPO 1 FAZENDA PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,FAZENDA,,PACOTE,1KG
7896717500048,ARROZ PARBOILIZADO POLIDO TIPO 1 FOFINHO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,FOFINHO,,PACOTE,5KG
7898175681024,ARROZ PARBOILIZADO POLIDO TIPO 1 FORTUNA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,FORTUNA,,PACOTE,5KG
7897071389560,ARROZ PARBOILIZADO POLIDO TIPO 1 FURSUL PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,FURSUL,,PACOTE,5KG
7896761400509,ARROZ PARBOILIZADO POLIDO TIPO 1 GAIVOTA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,GAIVOTA,,PACOTE,5KG
7896377300101,ARROZ PARBOILIZADO POLIDO TIPO 1 GARDENALLI PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,GARDENALLI,,PACOTE,5KG
7898909348117,ARROZ PARBOILIZADO POLIDO TIPO 1 GAUCHO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,GAUCHO,,PACOTE,1KG
7898909348124,ARROZ PARBOILIZADO POLIDO TIPO 1 GAUCHO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,GAUCHO,,PACOTE,5KG
713586534165,ARROZ PARBOILIZADO POLIDO TIPO 1 GRANDE CIDADE PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,GRANDE CIDADE,,PACOTE,5KG
7896291100153,ARROZ PARBOILIZADO POLIDO TIPO 1 GRANJEIRO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,GRANJEIRO,,PACOTE,5KG
7897653400096,ARROZ PARBOILIZADO POLIDO TIPO 1 GRAO CLASSE A PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,CLASSE A,,PACOTE,5KG
7896901200297,ARROZ PARBOILIZADO POLIDO TIPO 1 GRAO DE CAMPO PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,GRAO DE CAMPO,,PACOTE,1KG
7896901200075,ARROZ PARBOILIZADO POLIDO TIPO 1 GRAO DE CAMPO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,GRAO DE CAMPO,,PACOTE,5KG
7896063700505,ARROZ PARBOILIZADO POLIDO TIPO 1 GUACIRA PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,GUACIRA,,PACOTE,1KG
7896063700499,ARROZ PARBOILIZADO POLIDO TIPO 1 GUACIRA PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,GUACIRA,,PACOTE,5KG
7898055920038,ARROZ PARBOILIZADO POLIDO TIPO 1 INTEIRAO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,INTEIRAO,,PACOTE,5KG
7897500200206,ARROZ PARBOILIZADO POLIDO TIPO 1 IRANO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,IRANO,,PACOTE,5KG
7898574350088,ARROZ PARBOILIZADO POLIDO TIPO 1 ITAOBI PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,ITAOBI,,PACOTE,5KG
17898574350085,ARROZ PARBOILIZADO POLIDO TIPO 1 ITAOBI PACOTE FARDO 6 X 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,ITAOBI,,FARDO,5KG
7897626300088,ARROZ PARBOILIZADO POLIDO TIPO 1 JUST PILAO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,JUST PILAO,,PACOTE,5KG
7898910194703,ARROZ PARBOILIZADO POLIDO TIPO 1 K ARROZ SELECT PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1, K ARROZ,SELECT,PACOTE,5KG
7897849400152,ARROZ PARBOILIZADO POLIDO TIPO 1 KASEIRO PACOTE 5000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,KASEIRO,,PACOTE,5KG
7896084700096,ARROZ PARBOILIZADO POLIDO TIPO 1 KIARROZ BOIL IN BAG PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,KIARROZ,BOIL IN BAG,PACOTE,1KG
7896084700027,ARROZ PARBOILIZADO POLIDO TIPO 1 KIARROZ PACOTE 1000 GRAMAS,ARROZ,PARBOILIZADO,TIPO 1,KIARROZ,,PACOTE,1KG
